-0.99828,0.99241,-0.8773,-0.7161,-0.20432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058559,0.12299,-0.47995,-0.69799,-0.22914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9975,0.97557,0.84948,0.69921,0.55787,0.23704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070731,0.21969,0.52762,0.71491,0.62451,0.24024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.99411,0.97139,0.83597,-0.68179,-0.64819,0.58829,0.24391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10838,0.23751,0.54878,-0.73155,-0.76148,0.63837,0.24864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9981,0.82354,-0.60479,0.64429,-0.63747,-0.65047,0.61299,0.2521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.061554,0.16848,-0.37799,0.67924,-0.77048,-0.75953,0.67662,0.26877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.99988,0.86425,0.29879,0.29426,-0.56142,0.6363,-0.64666,0.64317,0.28103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015299,0.11369,0.14103,0.2617,-0.65027,0.77144,-0.76277,0.71754,0.2995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9997,0.86996,0.20174,0.0,-0.22008,0.52804,0.64222,0.66552,0.68507,0.34649,0.0,0.0,0.0,0.0,0.0,0.0,0.02459,0.024383,0.047237,0.0,-0.2024,0.60084,0.76652,0.74638,0.72848,0.35491,0.0,0.0,0.0,0.0,0.0,0.0
0.9992,-0.8522,0.17809,0.0,0.0,0.18263,0.50556,-0.67739,0.68112,-0.70058,0.40716,0.073116,0.0,0.0,0.0,0.0,-0.040059,0.026079,0.010576,0.0,0.0,0.1523,0.51867,-0.73563,0.73217,-0.71358,0.39244,0.070545,0.0,0.0,0.0,0.0
0.99907,0.83773,0.16451,0.0,0.0,0.0,-0.17067,-0.54466,-0.74411,0.73881,0.75693,0.3462,0.0,0.0,0.0,0.0,-0.043027,-0.049652,-0.0078203,0.0,0.0,0.0,-0.10407,-0.41028,-0.66806,0.67392,0.6535,0.30622,0.0,0.0,0.0,0.0
-0.99901,0.82401,0.15327,0.0,0.0,0.0,0.0,-0.32464,0.89852,0.82528,0.82279,0.77983,0.1919,0.0,0.0,0.0,0.044578,-0.061445,-0.016897,0.0,0.0,0.0,0.0,-0.081027,0.43892,0.56473,0.56835,0.5302,0.15582,0.0,0.0,0.0
-0.99918,0.81113,0.14325,0.0,0.0,0.0,0.0,0.46704,-0.99625,0.92878,-0.8949,0.89835,0.4647,0.0,0.0,0.0,0.040582,-0.059424,-0.019705,0.0,0.0,0.0,0.0,-0.080316,-0.086484,0.37064,-0.44627,0.43928,0.30088,0.0,0.0,0.0
-0.99991,0.80003,0.13411,0.0,0.0,0.0,-0.1896,-0.7148,0.9833,-0.98189,0.94604,0.9493,0.73873,0.1246,0.0,0.0,0.013592,-0.043236,-0.020721,0.0,0.0,0.0,0.10921,0.34935,-0.18198,-0.18944,0.32404,0.31438,0.33442,0.083697,0.0,0.0
0.99987,0.78721,0.12463,0.0,0.0,0.10211,-0.48294,-0.82557,-0.94714,-0.99683,-0.96777,0.96901,0.93832,0.20576,0.0,0.0,-0.016109,-0.045054,-0.023879,0.0,0.0,-0.073483,0.37916,0.56431,0.32082,-0.079509,-0.25185,0.24702,0.32066,0.11921,0.0,0.0
-0.99929,0.77282,0.11443,0.0,0.0,-0.3847,-0.77404,0.8059,0.56065,0.57189,0.97009,0.97251,0.9615,0.35044,0.0,0.0,0.037584,-0.055397,-0.028403,0.0,0.0,0.32048,0.63313,-0.59205,-0.21623,0.028498,0.24275,0.23284,0.27482,0.17228,0.0,0.0
