"vectorField:0","vectorField:1","vectorField:2","IntegrationTime","Vorticity:0","Vorticity:1","Vorticity:2","Rotation","AngularVelocity","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
0.4932,0.14952,-0.18457,3.4294,0.059484,0.060306,0.21253,-0.0034717,-0.001591,0.17098,0.49013,0.85472,-59.506,-19.067,30.422
0.503,0.15676,-0.19135,4.1399,0.064318,0.040565,0.20565,-0.0044424,-0.0011413,0.17246,0.48966,0.85469,-59.156,-18.96,30.29
0.49987,0.15923,-0.19258,4.7948,0.010311,0.2343,0.196,-0.0020532,0.0084383,0.17325,0.49219,0.85307,-58.827,-18.856,30.165
0.46073,0.1712,-0.19663,7.834,0.017738,0.22596,0.24912,0.0046678,-0.0040156,0.1745,0.4991,0.84879,-57.325,-18.344,29.561
0.44635,0.17057,-0.19469,8.5496,0.020804,0.21287,0.24757,0.0014254,-0.0050469,0.17972,0.49788,0.84842,-56.996,-18.22,29.419
0.42929,0.16759,-0.19043,9.3379,0.024119,0.19888,0.24599,-0.003063,-0.0063398,0.18185,0.49429,0.85006,-56.645,-18.084,29.264
0.0010444,0.00010004,-0.00024364,0,-0.00016361,0.00011964,-0.0004859,0,-3.7612e-05,1,0,0,-23.982,-53.565,5.371
0.00097791,0.00019125,-8.3954e-05,0,3.7806e-06,-3.7634e-06,-7.9368e-06,0,3.6438e-06,1,0,0,-43.103,-23.647,2.7988
0.11015,0.024431,0.070039,0,-0.073998,0.14716,0.050827,0,-0.0074971,1,0,0,-117.65,-31.082,17.288
0.00086256,-0.00035397,0.0003608,0,4.75e-06,-2.1642e-05,-1.6277e-05,0,5.8863e-06,1,0,0,-92.67,6.5766,24.389
0,0.001,0,0,-5.5282e-20,0,0,0,0,1,0,0,-40.742,-72.648,39.263
0,0.00019213,-0.00080803,0,0.00050978,0,0,0,0,1,0,0,-50.136,-31.998,53.402
0,0.001,0,0,-6.9103e-21,0,0,0,0,1,0,0,-27.349,-6.4932,59.084
0.00099344,-7.3883e-05,8.6769e-05,0,7.9799e-06,-5.611e-07,-5.9184e-06,0,7.4558e-06,1,0,0,-119.6,26.903,6.101
0.00080989,-4.7474e-05,0.00058461,0,-4.9627e-06,5.2459e-06,-7.8444e-06,0,-8.8544e-06,1,0,0,-138.37,-21.108,20.464
0.00048383,0.00060107,-0.00020929,0,-0.00045005,-0.00039991,-0.00028499,0,-0.00049842,1,0,0,-44.278,-24.518,42.764
0,0.001,0,0,-2.7641e-20,0,0,0,0,1,0,0,-82.551,18.251,49.296
0.00079046,-0.00020834,0.00057583,0,-2.1025e-07,2.2384e-06,-1.2114e-05,0,-7.6089e-06,1,0,0,-135.38,-7.8164,24.41
0.00093286,0.00027179,-0.00023593,0,-1.0355e-05,-9.5861e-06,-2.1533e-06,0,-1.1759e-05,1,0,0,-52.819,-21.458,17.605
0.00097882,-4.861e-05,0.00019687,0,-1.8471e-05,9.4744e-06,-3.6987e-06,0,-1.9277e-05,1,0,0,-115.96,-26.972,9.506
0,0.001,0,0,-5.5282e-20,0,0,0,0,1,0,0,-110.57,21.68,47.191
0,0.001,0,0,5.5282e-20,0,0,0,0,1,0,0,-104.05,-72.813,8.762
0,0.001,0,0,-4.1462e-20,0,0,0,0,1,0,0,-43.745,-15.911,49.869
0.00098579,0.00013277,-0.00010263,0,4.1076e-06,1.3054e-07,-4.7005e-06,0,4.5491e-06,1,0,0,-40.563,-33.58,4.2661
0.00081941,-0.0004166,0.00039049,0,3.859e-06,-3.2054e-05,-5.1964e-06,0,1.4505e-05,1,0,0,-84.843,-20.293,15.238
0.00098568,-0.00013935,9.0742e-05,0,-1.2258e-05,1.8204e-05,1.7867e-05,0,-1.3003e-05,1,0,0,-80.789,-33.789,17.571
0.096195,0.032824,-0.039365,0,-0.009947,0.093013,0.048537,0,0.0017025,1,0,0,-21.319,-1.2408,5.9599
0.00042583,-0.00028693,0.00085431,0,-1.4956e-05,-4.9358e-05,-6.3678e-05,0,-4.6759e-05,1,0,0,-73.753,4.8445,19.892
4.9122e-05,0.00093385,4.6787e-06,0,0.00065497,0.00048609,-9.6468e-07,0,0.00051981,1,0,0,-96.92,-21.87,-2.9954
0,0.001,0,0,-3.8006e-20,0,0,0,0,1,0,0,-61.784,-16.108,65.362
0.015369,0.00093081,0.0096671,0,0.022421,-0.037469,-0.038039,0,-0.0031916,1,0,0,-99.35,-26.219,40.925
0.98863,0.012335,0.0079459,0,-0.0053085,0.2592,0.0063973,0,-0.0020229,-0.0077188,0.84803,-0.52989,-75.766,-36.874,28.239
0.99094,0.012943,0.0036722,1.7178,-0.0082156,0.26758,0.0048924,-0.005776,-0.004702,-0.0077768,0.85107,-0.52499,-74.068,-36.853,28.249
0.99218,0.0087621,0.0023903,3.4317,-0.0052579,0.2716,0.0012702,-0.012253,-0.0028562,-0.0063393,0.85447,-0.51946,-72.37,-36.834,28.254
0.99284,0.0045944,0.0010529,4.9757,-0.0027619,0.27517,0.00060493,-0.015607,-0.0014878,-0.0037882,0.85623,-0.51659,-70.837,-36.824,28.257
0.99296,0.0025783,0.00037435,5.7161,-0.0016068,0.27817,0.0039188,-0.016484,-0.00088302,-0.0032383,0.85668,-0.51584,-70.102,-36.821,28.258
0.99199,0.0037514,-0.0043116,7.4266,-0.0012484,0.27789,0.0042712,-0.017424,-0.00021609,-0.0047679,0.85716,-0.51503,-68.404,-36.816,28.254
0.99156,0.0041654,-0.0053436,7.7409,-0.0012305,0.28106,0.0079784,-0.017473,-9.2803e-05,-0.0090272,0.85717,-0.51496,-68.092,-36.814,28.253
0.98632,0.011556,-0.015455,9.4538,-0.002443,0.28378,0.0099313,-0.01693,0.00072601,-0.016339,0.85683,-0.51535,-66.394,-36.801,28.235
0.98353,0.014911,-0.020216,9.9862,-0.003241,0.28912,0.014147,-0.016511,0.0008512,-0.027543,0.85645,-0.51549,-65.869,-36.794,28.226
0.96839,0.027822,-0.039059,11.713,-0.0062916,0.28919,0.012031,-0.014456,0.0015296,-0.043264,0.85504,-0.51676,-64.172,-36.757,28.174
0.94798,0.029552,-0.058748,13.464,0.0029036,0.26457,0.021081,-0.0045136,0.0098211,-0.056028,0.84948,-0.52464,-62.476,-36.706,28.087
0.94497,0.029875,-0.061255,13.696,0.0041302,0.2669,0.027537,-0.00213,0.010755,-0.067207,0.84786,-0.52594,-62.256,-36.699,28.073
0.92061,0.040894,-0.088203,15.489,0.016305,0.23008,0.041845,0.027582,0.022392,-0.083857,0.83118,-0.54964,-60.565,-36.635,27.937
0.91658,0.042692,-0.092163,15.78,0.018191,0.22772,0.053884,0.034224,0.023237,-0.10366,0.82657,-0.5532,-60.297,-36.623,27.911
0.89689,0.067616,-0.11973,17.622,0.024258,0.17963,0.068208,0.081742,0.028364,-0.13018,0.79756,-0.58902,-58.613,-36.52,27.713
0.89451,0.071333,-0.12376,17.931,0.025228,0.17957,0.068282,0.090736,0.029724,-0.15262,0.79045,-0.59321,-58.336,-36.498,27.676
0.90156,0.088295,-0.15847,19.806,0.02951,0.11578,0.050983,0.14791,0.031261,-0.17823,0.7525,-0.63402,-56.665,-36.349,27.412
0.90712,0.091075,-0.16448,20.138,0.029995,0.10787,0.037985,0.1586,0.033231,-0.19403,0.74399,-0.6394,-56.366,-36.319,27.358
0.95637,0.094847,-0.20729,21.971,0.031971,0.04383,0.0015992,0.22114,0.034991,-0.21399,0.69964,-0.68169,-54.708,-36.153,27.027
0.97105,0.094886,-0.2175,22.389,0.031747,0.021835,-0.018572,0.23618,0.036953,-0.22303,0.68812,-0.69047,-54.309,-36.114,26.939
0.946,0.079383,-0.24645,24.089,0.041238,0.030521,0.172,0.26675,-0.00097254,-0.23882,0.66461,-0.708,-52.664,-35.964,26.541
0.93772,0.073207,-0.25545,24.636,0.041059,0.034633,0.15657,0.26677,0.0010691,-0.24425,0.66412,-0.7066,-52.147,-35.922,26.404
0.92532,0.067859,-0.26095,25.075,0.042232,0.26584,0.14152,0.27161,0.020947,-0.2499,0.66014,-0.70835,-51.736,-35.891,26.29
0.83579,0.049376,-0.26694,26.837,0.044141,0.21312,0.093642,0.31255,0.025511,-0.2689,0.62804,-0.73025,-50.113,-35.782,25.801
0.80031,0.02935,-0.28311,28.77,0.060566,0.16232,0.11519,0.36066,0.024279,-0.28649,0.58946,-0.75529,-48.505,-35.705,25.259
0.80626,0.0038825,-0.30753,30.77,0.093456,0.10946,0.20345,0.40024,0.015306,-0.30037,0.5569,-0.77436,-46.912,-35.673,24.672
0.8174,-0.00094985,-0.31504,31.195,0.10228,0.083284,0.21816,0.40709,0.016891,-0.29888,0.55121,-0.779,-46.569,-35.672,24.54
0.81579,-0.0099717,-0.3195,31.773,0.11342,0.29062,0.22554,0.41777,0.020057,-0.29922,0.54224,-0.78514,-46.097,-35.675,24.357
0.70464,-0.029162,-0.29163,33.712,0.099592,0.26511,0.16199,0.45652,0.019922,-0.31066,0.50937,-0.80252,-44.522,-35.718,23.722
0.64473,-0.04523,-0.28061,35.937,0.10174,0.21721,0.1499,0.50033,0.019454,-0.32583,0.47155,-0.81944,-42.962,-35.808,23.058
0.64162,-0.046841,-0.28078,36.341,0.10598,0.20818,0.15568,0.50845,0.02071,-0.32624,0.4643,-0.8234,-42.701,-35.826,22.944
0.64251,-0.050279,-0.28387,36.772,0.11002,0.2055,0.1543,0.51796,0.023508,-0.32963,0.45596,-0.82671,-42.425,-35.847,22.823
0.6466,-0.053826,-0.28828,37.164,0.11421,0.19459,0.16203,0.52717,0.023469,-0.33233,0.44781,-0.83007,-42.174,-35.867,22.712
0.66876,-0.062518,-0.30396,38.097,0.12753,0.16756,0.18535,0.54981,0.025052,-0.34084,0.4278,-0.83715,-41.572,-35.921,22.44
0.67292,-0.066804,-0.30888,38.552,0.13143,0.29442,0.18558,0.55902,0.015404,-0.34401,0.41958,-0.84001,-41.267,-35.95,22.301
0.67061,-0.069952,-0.31034,38.96,0.13267,0.29936,0.18114,0.5654,0.015913,-0.34648,0.41389,-0.84181,-40.993,-35.978,22.175
0.66715,-0.072202,-0.3107,39.333,0.13396,0.30383,0.17757,0.57147,0.016586,-0.3486,0.40846,-0.84359,-40.743,-36.004,22.059
0.65978,-0.074944,-0.31014,39.672,0.13196,0.30213,0.16152,0.5776,0.019545,-0.3504,0.4029,-0.84551,-40.517,-36.029,21.953
0.60891,-0.080849,-0.2991,41.99,0.12611,0.26088,0.1323,0.6276,0.023608,-0.37339,0.35768,-0.85595,-38.997,-36.222,21.22
0.60504,-0.079877,-0.29788,42.369,0.13231,0.25343,0.14166,0.63699,0.025934,-0.37646,0.34906,-0.85815,-38.767,-36.253,21.106
0.605,-0.080615,-0.30081,42.866,0.1329,0.24646,0.13679,0.65051,0.028495,-0.38285,0.33685,-0.86021,-38.466,-36.292,20.958
0.61019,-0.081797,-0.30629,43.32,0.13124,0.22804,0.13643,0.66348,0.028565,-0.38924,0.32514,-0.86185,-38.191,-36.329,20.82
0.62443,-0.083697,-0.31717,43.933,0.12714,0.20403,0.13151,0.68116,0.029206,-0.39729,0.309,-0.86411,-37.818,-36.379,20.632
0.63733,-0.085061,-0.32591,44.308,0.12345,0.18958,0.12576,0.69225,0.029917,-0.40245,0.29885,-0.86528,-37.584,-36.41,20.513
0.64698,-0.086081,-0.33225,44.55,0.10898,0.2736,0.1208,0.697,0.0093152,-0.40497,0.29454,-0.86559,-37.43,-36.431,20.434
0.6499,-0.087865,-0.33541,44.798,0.1071,0.27347,0.11492,0.69934,0.0095391,-0.40704,0.29253,-0.8653,-37.27,-36.452,20.351
0.65285,-0.089907,-0.33912,45.183,0.10556,0.27275,0.10821,0.70318,0.010385,-0.40967,0.28911,-0.86521,-37.019,-36.487,20.222
0.65407,-0.091024,-0.34136,45.542,0.10569,0.27154,0.10466,0.70713,0.01168,-0.41161,0.28549,-0.86549,-36.785,-36.519,20.1
0.64565,-0.095328,-0.34393,46.294,0.11069,0.25303,0.1007,0.71801,0.01723,-0.42011,0.276,-0.86449,-36.294,-36.59,19.841
0.64266,-0.096871,-0.34702,46.977,0.1188,0.23682,0.11035,0.7309,0.020512,-0.42727,0.26431,-0.86462,-35.854,-36.655,19.605
0.64486,-0.096537,-0.35116,47.595,0.12902,0.22163,0.1228,0.74502,0.025222,-0.43378,0.25128,-0.86527,-35.458,-36.715,19.39
0.65227,-0.094859,-0.35708,48.205,0.1419,0.20617,0.13866,0.76227,0.031332,-0.44003,0.23504,-0.86668,-35.065,-36.773,19.175
0.66002,-0.093189,-0.36206,48.592,0.15162,0.19611,0.15067,0.77528,0.03592,-0.44492,0.22277,-0.86742,-34.812,-36.809,19.037
0.67574,-0.09381,-0.37782,49.454,0.14868,0.1615,0.13678,0.80937,0.043138,-0.4596,0.19076,-0.86739,-34.244,-36.889,18.722
0.69584,-0.097543,-0.40622,51.632,0.12648,0.1984,0.092846,0.89786,0.038122,-0.49032,0.10602,-0.86507,-32.781,-37.092,17.884
0.69502,-0.092485,-0.41575,53.399,0.15519,0.14669,0.13015,0.97511,0.049295,-0.51088,0.030888,-0.8591,-31.555,-37.262,17.159
0.73144,-0.089022,-0.44983,55.483,0.15555,0.15621,0.12587,1.0787,0.050103,-0.52795,-0.070962,-0.8463,-30.111,-37.44,16.284
0.73409,-0.088832,-0.4543,56.095,0.15613,0.13586,0.12356,1.1104,0.053483,-0.53256,-0.10198,-0.84022,-29.663,-37.495,16.008
0.74788,-0.08605,-0.46413,56.689,0.16537,0.11484,0.13406,1.1435,0.058318,-0.53355,-0.13472,-0.83497,-29.228,-37.546,15.738
0.7632,-0.083053,-0.47376,57.059,0.17571,0.10099,0.14728,1.1658,0.062005,-0.53307,-0.15673,-0.83143,-28.95,-37.577,15.566
0.76634,-0.080153,-0.47695,57.584,0.18617,0.054914,0.15533,1.2007,0.070824,-0.53392,-0.19073,-0.82374,-28.55,-37.62,15.317
0.78294,-0.068936,-0.49434,59.458,0.2087,0.039063,0.17952,1.3397,0.077505,-0.52469,-0.32437,-0.78707,-27.116,-37.758,14.417
0.79155,-0.065644,-0.49806,59.945,0.21009,0.017088,0.17586,1.3787,0.082761,-0.51819,-0.36105,-0.77532,-26.735,-37.791,14.177
0.81776,-0.050434,-0.50423,61.757,0.21535,0.0029504,0.18581,1.5311,0.085518,-0.47683,-0.49911,-0.72355,-25.296,-37.896,13.28
0.82474,-0.045106,-0.50533,62.237,0.21934,-0.002243,0.19319,1.5724,0.086105,-0.46258,-0.53461,-0.70725,-24.903,-37.919,13.039
0.84719,-0.026024,-0.50053,63.991,0.21213,-0.0097412,0.18698,1.7248,0.087755,-0.39804,-0.65748,-0.63975,-23.45,-37.98,12.161
0.8637,0.0013959,-0.48366,65.717,0.19263,-0.013025,0.17367,1.8723,0.083202,-0.31581,-0.76147,-0.56607,-21.977,-38.003,11.315
0.87221,0.03077,-0.46668,67.432,0.16207,-0.0044359,0.1417,2.0088,0.075881,-0.23129,-0.84202,-0.48734,-20.488,-37.977,10.5
0.87796,0.061998,-0.44429,69.149,0.11204,-0.019059,0.066323,2.1329,0.068682,-0.14392,-0.90034,-0.4107,-18.983,-37.898,9.7153
0.89666,0.097038,-0.41881,70.871,0.063253,-0.024317,0.0020285,2.2384,0.053809,-0.057863,-0.93706,-0.34434,-17.461,-37.758,8.9749
0.90355,0.13353,-0.40213,72.579,0.037397,-0.0029665,0.0061688,2.3108,0.030976,0.0081553,-0.95435,-0.29857,-15.925,-37.563,8.2772
0.89824,0.17014,-0.39606,74.281,0.017852,0.0035476,0.018519,2.3451,0.0093388,0.055397,-0.95749,-0.28311,-14.388,-37.307,7.6014
0.88928,0.19891,-0.39497,75.986,0.0040291,-0.020207,0.01279,2.3483,-0.0055258,0.083853,-0.95266,-0.29224,-12.863,-36.989,6.926
0.8845,0.22769,-0.39756,77.696,0.0022976,-0.0019667,0.01261,2.3407,-0.0034424,0.10043,-0.94613,-0.30783,-11.349,-36.626,6.2477
0.87674,0.22888,-0.39147,78.017,0.00075036,-0.032557,-0.0038112,2.3392,-0.0053712,0.10678,-0.94388,-0.31256,-11.065,-36.552,6.1203
0.85678,0.23082,-0.36539,79.738,-0.0017708,-0.069287,-0.0052183,2.3206,-0.01626,0.11011,-0.93624,-0.33366,-9.5524,-36.149,5.4602
0.86094,0.23075,-0.36351,80.143,-0.0080666,-0.073729,-0.012597,2.3133,-0.020132,0.10656,-0.93442,-0.33987,-9.205,-36.056,5.3128
0.86718,0.22679,-0.36493,80.524,-0.0092718,-0.074052,-0.01192,2.3054,-0.021166,0.098929,-0.93343,-0.34485,-8.8772,-35.969,5.1747
0.87506,0.22164,-0.3693,80.921,-0.0090756,-0.074824,-0.011352,2.2971,-0.020848,0.088961,-0.93277,-0.34933,-8.5326,-35.88,5.0296
0.88329,0.21652,-0.37552,81.267,-0.0076929,-0.075822,-0.011004,2.2901,-0.019392,0.078818,-0.93258,-0.35226,-8.2299,-35.805,4.9014
0.89345,0.21074,-0.38444,81.627,-0.0050493,-0.077149,-0.010819,2.2836,-0.01669,0.068117,-0.9326,-0.35444,-7.9118,-35.728,4.7654
0.89483,0.20998,-0.3847,81.775,0.037847,0.0036744,-0.010064,2.2852,0.038649,0.064045,-0.93418,-0.35101,-7.7792,-35.697,4.7083
0.76738,0.16818,-0.29462,83.48,0.079696,-0.069779,-0.12766,2.4066,0.10373,0.12194,-0.96117,-0.24754,-6.2426,-35.348,4.075
0.74152,0.16538,-0.27378,83.842,0.084569,-0.070927,-0.14062,2.4455,0.1108,0.1377,-0.96747,-0.21221,-5.964,-35.286,3.97
0.72136,0.16515,-0.25622,84.164,0.087283,-0.071628,-0.15189,2.4818,0.11499,0.15806,-0.97066,-0.18121,-5.7246,-35.232,3.8833
0.70137,0.16705,-0.23725,84.531,0.088674,-0.072096,-0.1645,2.5244,0.11749,0.18255,-0.97247,-0.14483,-5.4598,-35.17,3.7914
0.69626,0.16796,-0.23207,84.636,0.088754,-0.072168,-0.16804,2.5368,0.11777,0.19481,-0.97139,-0.13583,-5.3861,-35.152,3.7667
0.57232,0.19173,-0.12162,85.793,0.0079879,-0.14076,-0.16457,2.6027,-0.0038995,0.2969,-0.95013,-0.095449,-4.5771,-34.919,3.5462
0.46587,0.1953,-0.04349,87.168,-0.045208,-0.12166,-0.18956,2.5504,-0.072143,0.35417,-0.922,-0.15649,-3.794,-34.623,3.4258
0.00097444,-0.00015206,0.00016505,0,1.9464e-06,-7.8271e-07,-7.7503e-06,0,7.3651e-07,1,0,0,-118.64,26.829,17.959
0.63141,0.087826,-0.18187,0,0.032985,0.23433,0.19193,0,0.0098065,0.10436,0.70406,0.70243,-59.216,-48.868,19.668
0.62609,0.10638,-0.19979,2.5621,0.049958,0.21843,0.20416,0.038969,0.020613,0.091675,0.73048,0.67675,-57.608,-48.621,19.181
0.62794,0.12618,-0.21972,5.1133,0.069213,0.20877,0.22595,0.10324,0.02977,0.066781,0.77093,0.63341,-56.021,-48.327,18.651
0.62966,0.13019,-0.22414,5.5476,0.068294,0.20381,0.21781,0.11631,0.030426,0.061889,0.77882,0.62419,-55.749,-48.271,18.555
0.66231,0.14545,-0.24712,8.042,0.020618,0.23544,0.16001,0.16871,0.011584,0.040202,0.80862,0.58695,-54.186,-47.936,17.983
0.68194,0.16436,-0.26549,10.395,0.074441,0.20186,0.26748,0.20262,0.017239,0.020848,0.82552,0.56399,-52.634,-47.58,17.391
0.67209,0.17436,-0.26971,11.951,0.092402,0.1556,0.26299,0.23513,0.024568,-0.00040091,0.84006,0.5425,-51.577,-47.316,16.973
0.67962,0.189,-0.27986,13.366,0.11507,0.14392,0.29056,0.27497,0.031744,-0.025086,0.85687,0.51492,-50.629,-47.062,16.588
0.67954,0.19114,-0.28084,13.621,0.11842,0.11853,0.27393,0.28344,0.034477,-0.031024,0.86006,0.50925,-50.456,-47.013,16.516
0.66771,0.18705,-0.27583,13.964,0.074247,0.15246,0.25929,0.29085,0.0088064,-0.033892,0.86344,0.5033,-50.223,-46.948,16.42
0.65479,0.18261,-0.27055,14.596,0.066402,0.14942,0.23662,0.29655,0.0092214,-0.035616,0.86615,0.49851,-49.801,-46.83,16.246
0.66509,0.18644,-0.27575,16.917,0.049045,0.15128,0.18429,0.32287,0.013457,-0.048628,0.87688,0.47824,-48.281,-46.405,15.617
0.74069,0.21757,-0.30944,19.201,0.031658,0.15696,0.12612,0.36374,0.022331,-0.073073,0.89108,0.44793,-46.765,-45.973,14.986
0.76082,0.22683,-0.31871,19.601,0.030007,0.11507,0.084576,0.37335,0.025686,-0.081396,0.89342,0.44178,-46.468,-45.885,14.862
0.75109,0.22748,-0.31527,19.98,0.12368,0.11037,0.29087,0.38409,0.031096,-0.090626,0.89594,0.43483,-46.181,-45.799,14.742
0.72449,0.22936,-0.30527,21.988,0.1033,0.10608,0.2907,0.4281,0.012736,-0.11722,0.90846,0.40121,-44.676,-45.329,14.108
0.70984,0.22491,-0.29914,22.582,0.0949,0.087327,0.2488,0.43654,0.015673,-0.12267,0.91053,0.39484,-44.246,-45.193,13.927
0.70244,0.22744,-0.29694,24.698,0.060652,0.12383,0.18341,0.47481,0.02049,-0.14331,0.92035,0.3639,-42.745,-44.714,13.293
0.70724,0.22958,-0.29793,25.085,0.056917,0.11573,0.16375,0.48313,0.022517,-0.14877,0.92198,0.35752,-42.473,-44.625,13.178
0.71615,0.2331,-0.30018,25.497,0.053683,0.11465,0.15321,0.49263,0.023656,-0.15442,0.92395,0.34997,-42.182,-44.531,13.056
0.74114,0.24356,-0.3087,26.106,0.048341,0.1104,0.13374,0.50762,0.025543,-0.16391,0.92668,0.33822,-41.746,-44.388,12.874
0.78748,0.26331,-0.32635,26.76,0.041759,0.102,0.10707,0.52506,0.0278,-0.17551,0.92938,0.32471,-41.261,-44.228,12.672
0.8128,0.27405,-0.33635,27.015,-0.013725,0.16846,0.094593,0.52905,0.0034685,-0.18034,0.92923,0.32252,-41.061,-44.16,12.589
0.78655,0.26587,-0.31963,28.859,0.09991,0.074729,0.26421,0.54675,0.015741,-0.19038,0.93215,0.30797,-39.561,-43.654,11.973
0.75233,0.26106,-0.30408,30.768,0.079006,0.070069,0.1898,0.58419,0.023482,-0.21235,0.93704,0.27725,-38.06,-43.141,11.367
0.75999,0.2676,-0.30789,31.473,0.063546,0.082174,0.15571,0.6016,0.025902,-0.22388,0.93835,0.26341,-37.53,-42.955,11.152
0.78292,0.28067,-0.31726,32.139,0.049373,0.092654,0.12204,0.61995,0.029142,-0.23569,0.93949,0.24863,-37.024,-42.776,10.947
0.80089,0.29011,-0.32422,32.481,0.042353,0.06295,0.068928,0.6305,0.032733,-0.24305,0.93977,0.24033,-36.757,-42.679,10.839
0.80242,0.29223,-0.32341,32.842,0.042282,0.062253,0.066576,0.64246,0.033498,-0.2497,0.94056,0.23022,-36.468,-42.574,10.722
0.80558,0.29495,-0.32355,33.135,0.0012116,0.089241,0.064135,0.64843,0.0071401,-0.25346,0.94073,0.22534,-36.232,-42.488,10.627
0.80837,0.29525,-0.32402,33.411,0.0030835,0.084772,0.063862,0.65044,0.0074263,-0.25425,0.94096,0.22351,-36.01,-42.407,10.538
0.82161,0.2999,-0.32787,33.937,0.0066281,0.073176,0.059983,0.65456,0.0082695,-0.25604,0.94135,0.21981,-35.585,-42.252,10.368
0.84418,0.30928,-0.33523,34.406,0.0097925,0.059233,0.05268,0.65869,0.009303,-0.25883,0.94135,0.2165,-35.199,-42.111,10.215
0.86594,0.31868,-0.34256,34.714,0.011902,0.047998,0.045745,0.66167,0.010091,-0.2616,0.94106,0.21441,-34.939,-42.015,10.112
0.86502,0.31761,-0.33869,35.106,0.11969,-0.00052429,0.2528,0.6672,0.01808,-0.26473,0.94124,0.20973,-34.599,-41.89,9.9778
0.8009,0.28927,-0.2994,36.836,0.068089,0.040019,0.15585,0.70147,0.021546,-0.27402,0.94535,0.17671,-33.096,-41.345,9.404
0.80247,0.29023,-0.2981,37.222,0.058987,0.041293,0.12633,0.71025,0.023963,-0.27891,0.9453,0.16919,-32.787,-41.233,9.2889
0.8031,0.29082,-0.29727,37.609,0.054307,0.044169,0.11464,0.71967,0.024748,-0.28325,0.94548,0.16077,-32.477,-41.121,9.1739
0.81586,0.29813,-0.30038,38.309,0.046232,0.047111,0.091256,0.7376,0.026496,-0.29207,0.94535,0.14493,-31.915,-40.917,8.9664
0.83677,0.30966,-0.30712,38.835,0.04042,0.047406,0.071538,0.75198,0.028117,-0.30062,0.94446,0.13276,-31.486,-40.759,8.8086
0.85727,0.32082,-0.3141,39.187,0.036624,0.04663,0.057119,0.76209,0.029363,-0.30725,0.94346,0.12443,-31.191,-40.649,8.7007
0.88065,0.33088,-0.32257,39.695,-0.0093279,0.039348,4.5466e-05,0.77078,0.0048168,-0.31182,0.94293,0.11685,-30.756,-40.486,8.541
0.86656,0.32672,-0.31365,41.403,0.08301,0.020358,0.2003,0.78866,0.016119,-0.31863,0.94256,0.1003,-29.251,-39.921,7.9922
0.84523,0.30703,-0.2915,43.14,0.044654,0.026145,0.086807,0.82146,0.02165,-0.32035,0.94499,0.066139,-27.74,-39.36,7.4571
0.87262,0.31492,-0.296,43.769,0.030517,0.029418,0.048296,0.83523,0.02218,-0.32323,0.94486,0.052587,-27.208,-39.167,7.2752
0.8948,0.31975,-0.29713,44.483,0.02494,-0.0009429,-0.0084055,0.85196,0.024621,-0.3266,0.94447,0.036107,-26.584,-38.943,7.0655
0.90228,0.31914,-0.28656,46.189,0.0012675,0.0065448,0.0039586,0.87475,0.0021,-0.3286,0.94438,0.012866,-25.053,-38.399,6.5698
0.90382,0.31764,-0.28633,46.866,0.0066317,0.0014584,-0.0037913,0.87801,0.0075436,-0.32903,0.94427,0.0095703,-24.441,-38.184,6.3759
0.87928,0.30429,-0.27463,48.565,0.035191,0.015515,0.063646,0.90034,0.018744,-0.33068,0.94365,-0.013194,-22.904,-37.647,5.8921
0.89805,0.30484,-0.27375,50.316,0.02424,0.016613,0.020039,0.93568,0.021626,-0.33469,0.94107,-0.048644,-21.362,-37.12,5.4155
0.91675,0.30073,-0.26175,52.037,0.024788,-0.0049243,-0.011228,0.9751,0.024189,-0.33354,0.93847,-0.089542,-19.811,-36.601,4.9562
0.92591,0.28801,-0.24364,53.736,0.0095924,-0.0079389,-0.013351,1.004,0.00985,-0.32351,0.93837,-0.12163,-18.247,-36.098,4.5273
0.92105,0.28053,-0.23777,54.165,0.025514,-0.0011742,0.070199,1.0075,0.0065334,-0.31854,0.93943,-0.1265,-17.848,-35.976,4.4235
0.92484,0.2665,-0.22841,55.878,0.0072296,0.011066,0.013801,1.0187,0.0065538,-0.30671,0.9413,-0.14103,-16.264,-35.508,4.0254
0.93786,0.2645,-0.22311,57.595,0.0080013,-0.0028921,-0.004694,1.0311,0.007789,-0.30244,0.94057,-0.15443,-14.673,-35.056,3.64
0.9427,0.25858,-0.20868,59.294,0.00686,-0.01037,-0.0098553,1.0426,0.0058447,-0.29505,0.94065,-0.16772,-13.076,-34.61,3.2716
0.95207,0.24262,-0.18421,60.993,-0.0066505,-0.021908,-0.010887,1.0394,-0.0096451,-0.27324,0.94698,-0.16902,-11.467,-34.184,2.9362
0.93292,0.23094,-0.17342,62.692,-0.038932,0.14105,7.2586e-05,1.0279,-0.0038488,-0.26568,0.95085,-0.15905,-9.8458,-33.778,2.6321
0.88939,0.22779,-0.1632,64.431,-0.041333,0.13643,0.0065389,1.0183,-0.0072396,-0.27194,0.95082,-0.14831,-8.2237,-33.373,2.333
0.84248,0.22524,-0.13338,66.253,-0.045735,0.10921,-0.0032849,0.99778,-0.015297,-0.27583,0.95275,-0.12719,-6.6034,-32.951,2.0493
0.79862,0.22044,-0.087835,68.178,-0.053335,0.085771,-0.053765,0.96114,-0.022763,-0.27477,0.95722,-0.090759,-4.9788,-32.508,1.8284
