"vectorField:0","vectorField:1","vectorField:2","IntegrationTime","Vorticity:0","Vorticity:1","Vorticity:2","Rotation","AngularVelocity","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
0.90949,-0.21767,-0.024772,41.274,0.067952,-0.018935,-0.064241,0.0079816,0.07217,0.19161,0.74046,0.64421,-62.636,-49.473,25.961
0.95199,-0.16891,-0.14275,43.09,0.098383,0.10379,0.039516,0.13897,0.07212,0.21898,0.8132,0.53922,-60.983,-49.837,25.833
0.94258,-0.12402,-0.19853,43.737,0.11545,0.12051,0.061665,0.1895,0.084051,0.214,0.84042,0.49789,-60.368,-49.932,25.722
0.91926,-0.10861,-0.20543,43.924,0.11595,0.029248,0.083943,0.20589,0.090879,0.2082,0.84944,0.48487,-60.192,-49.954,25.683
0.86984,-0.085584,-0.20736,44.196,0.11323,0.010617,0.090655,0.2302,0.087703,0.19321,0.86294,0.4669,-59.941,-49.981,25.626
0.72443,-0.014114,-0.21708,45.159,0.10665,-0.050512,0.11227,0.30649,0.070868,0.14365,0.9005,0.41044,-59.108,-50.032,25.403
0.69134,0.0030625,-0.2204,45.463,0.10553,-0.066445,0.11772,0.32711,0.064506,0.12245,0.90944,0.39741,-58.888,-50.033,25.335
0.65483,0.022485,-0.22472,45.847,0.1045,-0.085479,0.12407,0.35019,0.055759,0.10033,0.91849,0.3825,-58.624,-50.028,25.247
0.63548,0.032992,-0.22736,46.08,0.10406,-0.096392,0.12763,0.36253,0.050212,0.086531,0.92286,0.37528,-58.471,-50.022,25.194
0.62105,0.040928,-0.22951,46.27,0.10379,-0.10502,0.13038,0.37163,0.045581,0.07542,0.92582,0.37036,-58.351,-50.015,25.15
0.61149,0.045311,-0.22747,46.526,0.10193,-0.14563,0.087845,0.38448,0.05466,0.065569,0.93015,0.36127,-58.192,-50.004,25.091
0.60417,0.048851,-0.22562,46.765,0.10015,-0.15032,0.084507,0.39727,0.052716,0.051636,0.93392,0.35372,-58.046,-49.992,25.037
0.57545,0.074532,-0.2251,48.549,0.088191,-0.1851,0.055601,0.47932,0.039264,-0.0056889,0.95636,0.29213,-56.973,-49.879,24.628
0.57614,0.080924,-0.22885,49.021,0.085469,-0.19408,0.047028,0.4972,0.036428,-0.023086,0.95961,0.2804,-56.702,-49.842,24.521
0.57885,0.085461,-0.23254,49.358,0.083596,-0.20057,0.040572,0.50917,0.034645,-0.032699,0.96181,0.27175,-56.508,-49.814,24.443
0.58299,0.088767,-0.23598,49.643,0.0014646,-0.22869,-0.13702,0.51699,0.020289,-0.039076,0.96315,0.26612,-56.344,-49.79,24.377
0.5873,0.089569,-0.23589,49.905,-0.0055813,-0.20837,-0.13515,0.52169,0.015549,-0.041697,0.9641,0.26225,-56.191,-49.766,24.315
0.59159,0.090347,-0.23536,50.163,-0.0047147,-0.21062,-0.13221,0.52555,0.01446,-0.047892,0.96424,0.26065,-56.039,-49.743,24.255
0.65824,0.10352,-0.24521,52.804,0.007721,-0.23304,-0.099542,0.55463,0.0075592,-0.06139,0.96996,0.23539,-54.47,-49.5,23.653
0.67167,0.10437,-0.24727,53.174,0.010153,-0.24576,-0.10376,0.55778,0.0094372,-0.065669,0.97008,0.23373,-54.226,-49.462,23.563
0.77889,0.11202,-0.27189,55.522,0.028548,-0.2703,-0.062983,0.58166,0.010908,-0.066603,0.97562,0.20914,-52.642,-49.226,22.997
0.80274,0.11265,-0.27765,56.108,0.028979,-0.28647,-0.071384,0.58855,0.012618,-0.066447,0.97715,0.2019,-52.185,-49.161,22.839
0.83423,0.10665,-0.28376,58.09,0.0013528,-0.070694,-0.11212,0.62943,0.028621,-0.072002,0.98431,0.16108,-50.591,-48.949,22.294
0.8222,0.10368,-0.27901,58.753,-0.0053918,-0.087029,-0.12992,0.64756,0.026067,-0.075576,0.98679,0.14328,-50.037,-48.878,22.106
0.82848,0.099481,-0.27789,60.696,-0.01375,-0.11483,-0.14465,0.69207,0.019764,-0.085733,0.99129,0.099925,-48.439,-48.682,21.566
0.85624,0.095819,-0.28093,62.627,-0.0055123,-0.13369,-0.10976,0.72533,0.014681,-0.089505,0.99379,0.066183,-46.837,-48.495,21.034
0.86586,0.093318,-0.28238,63.335,-0.0058631,-0.14397,-0.10787,0.73515,0.013053,-0.088083,0.99457,0.05539,-46.23,-48.428,20.836
0.88663,0.085885,-0.2887,65.19,-0.012594,-0.034292,-0.15274,0.77697,0.032022,-0.092193,0.99566,0.012758,-44.622,-48.265,20.313
0.89872,0.086235,-0.30283,67.004,-0.027643,-0.030055,-0.17312,0.82981,0.026242,-0.10783,0.99346,-0.037671,-43.017,-48.11,19.781
0.90619,0.081671,-0.31321,68.788,-0.036185,-0.035979,-0.17326,0.87039,0.019265,-0.11606,0.99021,-0.07757,-41.416,-47.96,19.234
0.92635,0.072174,-0.32186,70.553,-0.0088728,-0.081644,-0.012819,0.87843,-0.010155,-0.10803,0.99017,-0.088813,-39.816,-47.825,18.679
0.94115,0.064976,-0.33057,72.28,0.010926,0.0064238,-0.0060057,0.88062,0.012691,-0.10098,0.99048,-0.093565,-38.216,-47.71,18.122
0.93537,0.058818,-0.33746,73.979,0.0079464,0.00021672,-0.0090302,0.90035,0.010534,-0.10219,0.98822,-0.1139,-36.619,-47.604,17.554
0.91755,0.050593,-0.34916,75.684,0.00088971,-0.028493,-0.016513,0.91379,0.0052292,-0.10477,0.98634,-0.12712,-35.029,-47.51,16.964
0.91874,0.047392,-0.35365,76.241,-5.3082e-05,-0.051933,-0.015754,0.91611,0.0031062,-0.10017,0.98626,-0.13133,-34.518,-47.482,16.769
0.92909,0.040701,-0.36614,77.964,0.018497,0.0054071,-0.0098673,0.9369,0.021029,-0.10417,0.98291,-0.15177,-32.937,-47.409,16.153
0.92908,0.03968,-0.36598,78.434,0.018539,-0.00037976,-0.009551,0.9467,0.020718,-0.10538,0.98121,-0.16165,-32.501,-47.39,15.981
0.93123,0.032443,-0.36161,80.133,0.017283,-0.0032987,-0.013072,0.98192,0.020725,-0.11026,0.97424,-0.19674,-30.92,-47.328,15.362
0.92171,0.030337,-0.36051,80.654,0.013667,-0.015928,-0.01669,0.99208,0.01831,-0.11149,0.97199,-0.20688,-30.436,-47.311,15.173
0.92738,0.020831,-0.37319,82.369,0.024864,0.015417,-0.010056,1.0311,0.027136,-0.11969,0.9623,-0.24422,-28.857,-47.267,14.547
0.91834,0.019492,-0.39347,84.068,0.023111,0.013388,-0.011247,1.0761,0.025929,-0.14166,0.94897,-0.28175,-27.289,-47.232,13.896
0.90681,0.016428,-0.39881,85.768,0.01738,-0.011881,-0.017814,1.1176,0.022881,-0.15676,0.9351,-0.31782,-25.732,-47.201,13.217
0.91464,0.010512,-0.40346,87.482,0.02581,-0.0022173,-0.012507,1.1618,0.028637,-0.16855,0.91863,-0.35737,-24.179,-47.178,12.531
0.91357,0.0075792,-0.40483,89.181,0.026159,0.011217,-0.012813,1.2109,0.029191,-0.1836,0.89815,-0.39953,-22.624,-47.163,11.848
0.90495,0.005228,-0.42442,90.881,0.024616,0.014284,-0.01289,1.2594,0.027834,-0.20981,0.87573,-0.43482,-21.078,-47.152,11.144
0.8979,0.004273,-0.4322,91.594,0.021135,-0.0017676,-0.01457,1.2783,0.025355,-0.21952,0.8664,-0.44851,-20.434,-47.149,10.838
0.89352,0.0043696,-0.44731,93.299,0.026725,0.0038238,-0.011444,1.3247,0.029037,-0.24482,0.8423,-0.4802,-18.911,-47.142,10.087
0.89003,0.0071293,-0.45406,94.998,0.027803,0.0055467,-0.011775,1.375,0.030157,-0.26919,0.81409,-0.51458,-17.395,-47.133,9.3211
0.88945,0.0077213,-0.45557,95.296,0.028196,-0.00035817,-0.010504,1.3839,0.02988,-0.2738,0.80886,-0.52037,-17.13,-47.13,9.1858
0.89117,0.011979,-0.45233,96.996,0.030421,-0.0043655,-0.013025,1.4373,0.032967,-0.29349,0.77632,-0.55785,-15.618,-47.113,8.4125
0.88904,0.018473,-0.45492,98.695,0.033499,0.0063548,-0.01092,1.495,0.034907,-0.31912,0.73862,-0.5938,-14.103,-47.088,7.6446
0.88015,0.028535,-0.47219,100.4,0.032984,0.017619,-0.009864,1.5538,0.034218,-0.35632,0.69726,-0.62198,-12.597,-47.049,6.8602
0.87649,0.030979,-0.47822,100.81,0.024421,0.022682,-0.0093537,1.5663,0.026608,-0.36615,0.68804,-0.62652,-12.236,-47.036,6.6645
0.8687,0.04092,-0.49038,102.51,0.026493,0.0046826,-0.00603,1.6112,0.026205,-0.39488,0.65417,-0.64508,-10.753,-46.976,5.8385
0.86735,0.055913,-0.49303,104.21,0.030341,-0.005793,0.0068342,1.6527,0.02264,-0.41664,0.62169,-0.66326,-9.2771,-46.895,5.0014
0.86856,0.082171,-0.47562,105.91,0.017288,0.001107,0.0028386,1.6837,0.013844,-0.42751,0.597,-0.67884,-7.799,-46.775,4.1735
0.8819,0.13603,-0.4463,107.62,0.016052,-0.02161,0.035083,1.6918,-0.0044509,-0.4351,0.58983,-0.68029,-6.3059,-46.597,3.3845
0.87213,0.20579,-0.39428,109.32,-0.036499,0.093517,0.058328,1.657,-0.036349,-0.44057,0.61491,-0.65405,-4.7993,-46.308,2.6567
0.78943,0.26289,-0.30275,111.05,-0.054001,0.078952,0.051577,1.5888,-0.042341,-0.45041,0.66014,-0.60112,-3.2846,-45.877,2.0224
0.71617,0.28567,-0.21563,112.68,-0.03901,0.058878,0.072384,1.5272,-0.033381,-0.44641,0.70143,-0.55562,-1.9979,-45.406,1.5825
0.68812,0.29333,-0.18461,113.43,-0.035416,0.033045,0.06411,1.5019,-0.03441,-0.4498,0.71545,-0.53461,-1.4632,-45.185,1.4303
0.6315,0.30841,-0.1014,115.63,-0.022708,-0.0086455,0.047587,1.4301,-0.030746,-0.44602,0.75784,-0.47618,0.052314,-44.492,1.1066
0.57982,0.31188,-0.042065,118.02,0.0033317,-0.012528,0.21545,1.3733,-0.016732,-0.44963,0.78499,-0.42616,1.5538,-43.718,0.9356
0.55025,0.30104,-0.030048,118.63,-0.0025438,-0.0054357,0.20495,1.3639,-0.014642,-0.45364,0.78739,-0.4174,1.9017,-43.53,0.91352
0.52166,0.29043,-0.018756,119.35,-0.0084255,0.00090897,0.19303,1.3539,-0.012977,-0.45531,0.79117,-0.40833,2.2985,-43.311,0.89563
0.53672,0.29582,-0.0065462,122.19,-0.0092621,0.025295,0.11721,1.3395,0.0028464,-0.4467,0.8026,-0.39533,3.7823,-42.485,0.86329
0.58781,0.32073,-0.0043968,123.18,-0.0018054,0.015425,0.088448,1.3435,0.0052225,-0.44127,0.80377,-0.39904,4.312,-42.194,0.85814
0.60333,0.32561,-0.007373,123.66,0.00026502,0.03989,0.0082845,1.3494,0.019088,-0.43827,0.8027,-0.40447,4.5983,-42.039,0.85569
0.60444,0.32275,-0.010544,124,0.011506,0.047527,0.089938,1.3579,0.031148,-0.43475,0.80066,-0.41224,4.8022,-41.929,0.85263
0.59989,0.31609,-0.012341,124.35,0.0069995,0.060358,0.079852,1.3692,0.03287,-0.42839,0.79869,-0.42258,5.0159,-41.816,0.84855
0.62459,0.30414,-0.016539,126.27,-0.084909,0.23432,0.023974,1.4253,0.025666,-0.39637,0.78673,-0.47323,6.1746,-41.229,0.81946
0.6371,0.30571,-0.016419,126.61,-0.084873,0.25799,-0.027471,1.4357,0.035719,-0.38727,0.78557,-0.4826,6.3882,-41.125,0.81389
0.63874,0.25894,-0.033312,129.01,-0.05779,0.25776,-0.028483,1.5322,0.044609,-0.33473,0.75333,-0.56609,7.9403,-40.439,0.75037
0.63293,0.18799,-0.053783,131.48,-0.028355,0.27253,-0.044945,1.6535,0.053896,-0.26461,0.69878,-0.6646,9.5364,-39.871,0.64512
0.5907,0.08211,-0.087259,134.04,0.01352,0.27945,-0.078895,1.803,0.062742,-0.19087,0.60425,-0.7736,11.182,-39.499,0.46257
0.57691,0.059559,-0.095275,134.57,0.022254,0.27733,-0.079557,1.8363,0.062843,-0.19035,0.57737,-0.79398,11.495,-39.461,0.41358
0.56455,0.041685,-0.10182,135.02,0.029302,0.27553,-0.07982,1.8645,0.06286,-0.18663,0.5546,-0.81092,11.754,-39.438,0.36879
0.55491,0.029094,-0.10653,135.36,0.034355,0.27418,-0.079838,1.8857,0.062825,-0.18593,0.53701,-0.82283,11.944,-39.426,0.33341
0.54589,0.01829,-0.11064,135.66,0.038765,0.27293,-0.079722,1.9048,0.062756,-0.18595,0.52084,-0.83316,12.114,-39.419,0.30006
0.53856,0.010145,-0.11377,135.9,0.042144,0.27193,-0.079542,1.92,0.062675,-0.18657,0.50787,-0.84099,12.245,-39.415,0.27279
0.51133,0.0062989,-0.10995,136.14,0.041234,0.19765,-0.043569,1.9334,0.051849,-0.18831,0.4963,-0.84748,12.371,-39.414,0.24596
0.48332,0.0034959,-0.10537,136.36,0.039718,0.18712,-0.043012,1.9448,0.049289,-0.18752,0.48639,-0.85338,12.486,-39.412,0.22102
0,0.001,0,0,0,0,0,0,0,1,0,0,-60.026,-70.457,25.984
0.00011525,0.00089871,-2.2576e-05,0,-9.8658e-05,-9.6649e-07,-0.00049494,0,-1.1753e-06,1,0,0,-46.286,-61.33,7.5641
0.00097743,-0.00020691,3.8807e-05,0,-1.8005e-05,1.2742e-05,-5.4213e-06,0,-2.0448e-05,1,0,0,-107.65,22.941,13.289
0.00086946,-0.00011608,-0.00048004,0,-7.0661e-06,1.4337e-06,9.2118e-06,0,-1.0733e-05,1,0,0,-16.734,-42.21,25.752
0.00097618,0.00016612,-0.00013931,0,1.4077e-06,3.1683e-06,7.5417e-06,0,8.4983e-07,1,0,0,-60.985,-36.161,8.4631
0,0.001,0,0,-5.5282e-20,0,0,0,0,1,0,0,-108.23,-35.613,42.806
3.7746e-05,0.00084527,4.2642e-05,0,1.4764e-06,-0.00024877,-0.00090082,0,-0.00029348,1,0,0,-95.429,-15.153,49.441
0,0.001,0,0,4.1462e-20,0,0,0,0,1,0,0,-42.004,-13.384,58.79
0.00095509,-0.00017695,0.00023751,0,-4.0765e-06,1.0788e-07,-8.6728e-06,0,-5.9726e-06,1,0,0,-118.31,23.491,34.036
0.70008,0.37904,-0.44107,0,-0.094556,0.073288,-0.032844,0,-0.026295,-0.40179,0.90566,0.13548,-37.965,-13.859,21.48
0.72113,0.38651,-0.46286,1.8662,-0.08699,0.035762,-0.040654,-0.054406,-0.032012,-0.37391,0.90942,0.18204,-36.66,-13.156,20.652
0.73211,0.39761,-0.47662,3.673,-0.051765,0.052707,0.0071925,-0.1025,-0.021222,-0.34856,0.9104,0.2229,-35.362,-12.454,19.81
0.73362,0.39883,-0.4779,4.1319,-0.047491,0.041922,0.0077759,-0.11257,-0.022697,-0.34384,0.90995,0.23185,-35.026,-12.272,19.591
0.73833,0.40349,-0.48358,4.937,-0.041567,0.018725,0.0084133,-0.133,-0.028031,-0.33341,0.90919,0.24942,-34.436,-11.95,19.206
0.74162,0.40831,-0.49628,6.6872,-0.076668,0.086945,0.0032892,-0.17803,-0.023427,-0.30763,0.9074,0.28634,-33.149,-11.243,18.353
0.73814,0.40544,-0.4936,7.0683,-0.074092,0.061497,-0.01117,-0.18722,-0.024836,-0.30205,0.90694,0.29364,-32.866,-11.088,18.163
0.74521,0.40852,-0.49724,7.9268,-0.076283,0.0057719,-0.049143,-0.21099,-0.030523,-0.28762,0.90534,0.31246,-32.232,-10.74,17.74
0.75479,0.41309,-0.5089,9.6518,-0.019331,-0.0027062,0.010517,-0.25548,-0.021068,-0.25979,0.90117,0.34698,-30.947,-10.036,16.88
0.75339,0.41369,-0.51053,10.03,-0.019892,-0.0063205,0.016826,-0.26442,-0.0262,-0.25432,0.90002,0.35396,-30.662,-9.8802,16.687
0.75129,0.41426,-0.51174,10.377,-0.063652,0.082301,0.016321,-0.27279,-0.022102,-0.24984,0.89851,0.36092,-30.401,-9.7366,16.51
0.73858,0.40912,-0.50212,10.697,-0.063362,0.069091,0.0084662,-0.28005,-0.023192,-0.2469,0.89662,0.36758,-30.161,-9.6035,16.346
0.73411,0.40745,-0.5011,12.057,-0.057763,0.02592,-0.0065207,-0.31569,-0.029226,-0.22485,0.89076,0.39496,-29.157,-9.0458,15.664
0.74012,0.41,-0.50787,12.383,-0.055476,0.00016669,-0.0084408,-0.32652,-0.037194,-0.21717,0.88928,0.40252,-28.917,-8.9133,15.5
0.74553,0.41542,-0.52037,14.104,-0.018565,-0.0056612,0.012006,-0.37784,-0.02245,-0.18301,0.87936,0.43958,-27.648,-8.2073,14.62
0.73984,0.41261,-0.51582,14.402,-0.049056,0.056795,0.012638,-0.38409,-0.019538,-0.17947,0.87763,0.44447,-27.426,-8.0837,14.466
0.7352,0.40988,-0.51028,14.699,-0.044507,0.045067,0.01413,-0.39024,-0.021801,-0.17617,0.87579,0.4494,-27.205,-7.9608,14.312
0.73655,0.40958,-0.50902,15.002,-0.039858,0.033338,0.015856,-0.3972,-0.024147,-0.17193,0.87394,0.45461,-26.983,-7.8367,14.158
0.74103,0.4101,-0.50423,15.985,-0.039219,0.00065543,0.0061174,-0.42496,-0.032342,-0.155,0.86611,0.47521,-26.257,-7.4339,13.661
0.74909,0.41105,-0.51912,17.708,-0.033273,-0.011787,0.023833,-0.48914,-0.04215,-0.10906,0.84899,0.51703,-24.98,-6.7308,12.788
0.74814,0.41119,-0.52039,17.914,-0.014234,-0.010707,0.01268,-0.49571,-0.021655,-0.1036,0.84745,0.52067,-24.826,-6.6462,12.681
0.74784,0.41138,-0.51991,18.094,-0.037908,0.034049,0.012905,-0.49955,-0.021064,-0.10148,0.84593,0.52354,-24.691,-6.5723,12.588
0.74401,0.40968,-0.51427,18.278,-0.037161,0.032189,0.014108,-0.5035,-0.021872,-0.10072,0.84358,0.52747,-24.554,-6.4965,12.493
0.7442,0.41042,-0.50253,19.884,-0.028279,0.017473,0.028287,-0.5439,-0.028449,-0.079314,0.82622,0.55774,-23.354,-5.835,11.677
0.74977,0.4178,-0.512,21.604,-0.030571,-0.011321,0.02281,-0.60222,-0.039352,-0.04069,0.80292,0.5947,-22.076,-5.1277,10.81
0.75352,0.41858,-0.50468,23.303,-0.018156,-0.024972,0.01333,-0.66191,-0.030897,-0.0055764,0.77372,0.63351,-20.802,-4.4161,9.9409
0.76108,0.41862,-0.49387,25.004,-0.021226,-0.014394,0.013095,-0.71255,-0.028671,0.021313,0.74516,0.66655,-19.513,-3.7039,9.0944
0.74541,0.41474,-0.47286,26.703,-0.058623,0.032431,0.014541,-0.76927,-0.038063,0.05112,0.71078,0.70155,-18.218,-2.989,8.2601
0.7481,0.41747,-0.472,27.189,-0.054181,0.019452,0.014588,-0.78828,-0.040177,0.060457,0.69839,0.71316,-17.856,-2.7871,8.0309
0.75331,0.42,-0.47271,27.576,-0.021467,0.015057,0.031867,-0.80093,-0.025328,0.067246,0.69033,0.72036,-17.567,-2.6257,7.8489
0.77027,0.42912,-0.46973,29.303,-0.020437,-0.019297,0.017405,-0.85063,-0.03223,0.091282,0.65621,0.74904,-16.261,-1.9002,7.0412
0.7699,0.42605,-0.45599,31.003,-0.054429,-0.012346,0.0012821,-0.91898,-0.04818,0.12777,0.60877,0.78299,-14.948,-1.1671,6.2504
0.78234,0.41871,-0.45079,32.716,-0.024929,-0.014554,0.019085,-0.98971,-0.034362,0.16953,0.55929,0.81145,-13.622,-0.44367,5.4752
0.79086,0.39929,-0.45146,34.423,-0.084311,0.092825,0.0067458,-1.0471,-0.032846,0.20826,0.51995,0.82842,-12.278,0.25582,4.707
0.78135,0.3845,-0.44584,35.106,-0.066028,0.049866,0.02346,-1.0732,-0.043826,0.22798,0.50251,0.83397,-11.737,0.5257,4.3981
0.79046,0.38274,-0.45026,35.474,-0.056266,0.027066,0.032463,-1.0904,-0.049378,0.23979,0.49035,0.83789,-11.449,0.66635,4.2338
0.80199,0.38133,-0.45577,35.773,-0.050341,-0.018631,-0.013483,-1.104,-0.041409,0.25371,0.48276,0.83819,-11.212,0.78011,4.0991
0.82303,0.32831,-0.45959,37.475,-0.047387,-0.021434,-0.013269,-1.1732,-0.040012,0.30398,0.43262,0.84879,-9.8298,1.3844,3.3193
0.82959,0.23423,-0.42748,39.176,-0.078532,0.099854,-0.043766,-1.2277,-0.023957,0.33354,0.38765,0.85935,-8.4019,1.8797,2.546
0.73443,0.11425,-0.33298,40.941,-0.065978,0.042748,-0.073431,-1.2695,-0.023478,0.33692,0.34763,0.87501,-6.9034,2.2086,1.8192
0.68702,0.074729,-0.29701,41.619,-0.062169,0.028105,-0.084414,-1.2845,-0.020658,0.34207,0.3341,0.87828,-6.4022,2.2749,1.5974
0.66415,0.05349,-0.27928,42.059,-0.05928,0.018975,-0.09042,-1.293,-0.018137,0.34386,0.32611,0.88058,-6.0992,2.3036,1.4681
0.64641,0.035559,-0.26529,42.48,-0.056224,0.010319,-0.095561,-1.3,-0.015187,0.34539,0.31949,0.8824,-5.8189,2.3225,1.3517
0.62494,0.011224,-0.24796,43.14,-0.050847,-0.0033407,-0.10266,-1.3082,-0.0094539,0.34482,0.31171,0.8854,-5.3906,2.3381,1.179
0.51276,-0.0027828,-0.19736,44.057,-0.049961,-0.062251,-0.091481,-1.3187,-0.01345,0.34325,0.30171,0.88946,-4.8165,2.3419,0.95465
0.46139,-0.0083931,-0.17539,44.571,-0.049903,-0.063012,-0.099133,-1.3248,-0.01035,0.34072,0.29589,0.89239,-4.5531,2.3388,0.8539
0,0.0007628,-0.00023725,0,-0.00050978,0,0,0,0,1,0,0,-58.744,19.487,55.275
0.00061272,0.0002404,-0.00026623,0,0.00043236,0.00041253,0.0005958,0,0.00028939,1,0,0,-66.526,-6.2161,31.367
0.00062338,-0.00033209,0.00025934,0,-0.00040078,-5.565e-05,7.4411e-06,0,-0.00030492,1,0,0,-73.704,13.359,39.488
0,0.001,0,0,0,0,0,0,0,1,0,0,-76.184,-45.039,45.51
0.00052733,0.00050117,2.8649e-05,0,0.00029614,0.00028457,-0.00047618,0,0.00039164,1,0,0,-66.422,-64.383,16.401
0,0.001,0,0,-1.3821e-20,0,0,0,0,1,0,0,-77.27,-67.395,8.5321
0,0.001,0,0,-1.3821e-20,0,0,0,0,1,0,0,-130.46,-42.817,46.644
0.00034686,0.00057804,6.2655e-05,0,0.00040589,0.00025805,-0.00050551,0,0.00038149,1,0,0,-119.65,-61.033,10.953
0.00099157,3.41e-05,-0.00012374,0,1.2227e-05,3.9215e-06,4.7989e-06,0,1.1666e-05,1,0,0,-16.817,-24.703,3.0224
0.00013858,0.00080054,3.2415e-05,0,-0.00067424,-0.00047171,-4.8167e-07,0,-0.00057936,1,0,0,-77.605,8.7042,47.6
0.00038999,1.9341e-05,0.00048806,0,0.00060011,6.3457e-05,-0.00023129,0,0.0001958,1,0,0,-63.994,-66.578,23.298
0.0008724,8.1761e-05,0.00048126,0,2.1144e-05,1.1122e-05,7.6836e-06,0,2.306e-05,1,0,0,-126.37,-38.455,30.752
0.00070237,0.00047275,-0.00052825,0,4.4077e-05,5.0606e-05,5.1831e-06,0,5.2253e-05,1,0,0,-15.603,-17.746,16.386
0,0.001,0,0,5.5282e-20,0,0,0,0,1,0,0,-140.92,-30.473,19.281
0.00084152,0.00033171,-0.00042432,0,4.2506e-05,1.5807e-05,-2.265e-05,0,5.0669e-05,1,0,0,-9.6582,1.4527,19.957
0,0.001,0,0,-6.9103e-21,0,0,0,0,1,0,0,-41.616,22.965,58.057
0.00083437,0.00026555,-0.00048234,0,-2.9171e-06,-1.1464e-06,-8.6293e-06,0,1.4244e-06,1,0,0,-55.379,1.1724,27.968
0.00095562,0.00028964,-5.2881e-05,0,2.5798e-06,1.4323e-06,-9.4253e-06,0,3.3788e-06,1,0,0,-55.466,6.84,0.34251
0.000992,8.5016e-05,-9.2938e-05,0,1.6122e-06,3.5144e-06,1.7756e-05,0,2.4781e-07,1,0,0,-11.375,-21.009,-1.1015
0.57077,0.30677,-0.32861,0,-0.16738,0.18612,-0.056707,0,-0.027258,-0.46169,-0.08724,-0.88274,-54.825,-21.037,28.813
0.6058,0.32265,-0.34884,0.68274,-0.17006,0.15322,-0.07771,-0.021046,-0.034391,-0.4702,-0.068203,-0.87992,-54.435,-20.828,28.588
0.62872,0.33383,-0.36186,1.137,-0.17106,0.10318,-0.11686,-0.037622,-0.038586,-0.47688,-0.053247,-0.87736,-54.16,-20.682,28.43
0.65454,0.34768,-0.37748,1.523,-0.17172,0.089729,-0.12857,-0.052647,-0.039277,-0.48395,-0.040283,-0.87417,-53.917,-20.553,28.29
0.65472,0.35339,-0.38266,1.9492,-0.25932,0.31229,-0.12405,-0.064064,-0.01429,-0.49102,-0.031376,-0.87058,-53.639,-20.404,28.128
0.63748,0.34677,-0.3743,2.3036,-0.14577,0.31041,0.035113,-0.066255,0.0019255,-0.49368,-0.030375,-0.86911,-53.407,-20.278,27.992
0.619,0.33823,-0.3642,2.6366,-0.14998,0.30571,0.029242,-0.065952,-0.00010838,-0.49371,-0.03073,-0.86908,-53.195,-20.163,27.868
0.53833,0.29011,-0.31292,4.7761,-0.16909,0.22787,-0.041145,-0.084826,-0.017534,-0.49879,-0.012528,-0.86663,-51.87,-19.439,27.09
0.5623,0.2968,-0.32597,6.1423,-0.17532,0.18262,-0.079304,-0.11452,-0.025932,-0.50765,0.015412,-0.86142,-51.132,-19.046,26.662
0.60115,0.31437,-0.34902,6.7316,-0.17857,0.15832,-0.10119,-0.13075,-0.029177,-0.51351,0.030058,-0.85756,-50.801,-18.872,26.47
0.63458,0.33006,-0.36887,7.0679,-0.18071,0.14232,-0.116,-0.14087,-0.030956,-0.51737,0.039026,-0.85487,-50.599,-18.766,26.353
0.64708,0.33702,-0.37744,7.3336,-0.26191,0.28404,-0.1687,-0.14661,-0.012267,-0.52085,0.043436,-0.85254,-50.43,-18.679,26.254
0.55467,0.29151,-0.32493,9.4012,-0.15605,0.27365,-0.0011705,-0.16867,-0.009069,-0.52897,0.06301,-0.8463,-49.096,-17.977,25.471
0.53664,0.2794,-0.31286,10.166,-0.16373,0.25689,-0.021435,-0.1774,-0.013777,-0.52988,0.071918,-0.84502,-48.671,-17.755,25.223
0.5273,0.27081,-0.30526,10.959,-0.17026,0.21606,-0.060433,-0.19049,-0.019228,-0.53184,0.084892,-0.84258,-48.245,-17.535,24.975
0.53382,0.2708,-0.30836,11.712,-0.17626,0.19647,-0.08348,-0.2062,-0.022492,-0.53544,0.099739,-0.83867,-47.848,-17.332,24.746
0.56095,0.28156,-0.3249,12.43,-0.18269,0.1747,-0.10949,-0.22328,-0.025073,-0.54051,0.11519,-0.83342,-47.464,-17.138,24.524
0.59182,0.29532,-0.3441,12.887,-0.18739,0.15861,-0.12898,-0.23504,-0.026396,-0.54531,0.1251,-0.82885,-47.207,-17.01,24.375
0.61723,0.30977,-0.36339,13.585,-0.25883,0.32868,-0.13547,-0.24815,-0.011163,-0.55151,0.13566,-0.82306,-46.795,-16.804,24.134
0.54474,0.2713,-0.31809,15.761,-0.15801,0.26191,-0.024384,-0.2718,-0.010572,-0.55623,0.15777,-0.81592,-45.452,-16.13,23.342
0.53023,0.26001,-0.30692,16.742,-0.16345,0.23371,-0.049332,-0.2849,-0.016163,-0.55556,0.17154,-0.81359,-44.917,-15.865,23.031
0.53789,0.26105,-0.31019,17.258,-0.1668,0.21695,-0.065204,-0.294,-0.019093,-0.55581,0.18069,-0.81144,-44.643,-15.731,22.873
0.54877,0.26275,-0.31618,18.211,-0.17358,0.16225,-0.11429,-0.31457,-0.024043,-0.55935,0.19977,-0.8045,-44.13,-15.484,22.577
0.56227,0.26768,-0.32498,18.679,-0.17727,0.1501,-0.12807,-0.32615,-0.025445,-0.56244,0.2099,-0.79975,-43.873,-15.361,22.429
